left_EAR,right_EAR,Label
0.264913678733231,0.26126772802733106,0
0.2466525940147295,0.23366572510935962,0
0.1982936282797475,0.22394023032463675,0
0.2733636150303355,0.2823026001032707,0
0.25782384996175955,0.2622490680470335,0
0.24435773666807378,0.24605368748361195,0
0.3973180035051771,0.4082536571920502,0
0.32299036178320256,0.3142699611102532,0
0.28691712481143705,0.29468966093640664,0
0.42615548200493913,0.42772896958718265,0
0.21549491189394052,0.20666322398106815,0
0.26817619687615346,0.23213381396966618,0
0.40118798740248274,0.4040481810503108,0
0.24169233640437066,0.25044174453992146,0
0.499406455311395,0.4934729603863047,0
0.238523262814177,0.22819093900448764,0
0.3006891008153328,0.2699673350128159,0
0.4235848873327372,0.4402800924226076,0
0.3022753542363302,0.2996654856985575,0
0.24180896576579927,0.23510941181623488,0
0.22786581354177485,0.253822180012675,0
0.34263299487903687,0.3437565092050181,0
0.40678182846378264,0.39865789815347175,0
0.27258346628326346,0.25010806052762397,0
0.3429772433964197,0.3519304892206498,0
0.027871182805824686,0.04338749804759832,0
0.26363450707978847,0.25873509899769614,0
0.24726873137087219,0.24127432453174813,0
0.2589818116016188,0.2621036223217983,0
0.28983222779728435,0.31889657531335036,0
0.29423869923066953,0.2967153465464395,0
0.22369048551723758,0.22715602140689106,0
0.17350409643420964,0.16352284500795564,0
0.1511726409243921,0.17290437114489882,0
0.37254451126045335,0.37522920976782864,0
0.35255806229482584,0.3857230938655979,0
0.22243643509956143,0.21793308442957998,0
0.31540785328299686,0.30984435195061066,0
0.23797218027072925,0.22705183771627074,0
0.2419959532831717,0.21711616701767997,0
0.38502348227558697,0.3952648853484159,0
0.2513999374297269,0.2511709946014489,0
0.35087245033377085,0.3821371600763014,0
0.30312268745043797,0.2993259438988814,0
0.26310082229602694,0.26645725806960147,0
0.2399266966232115,0.2585987627639067,0
0.21615525000434374,0.21372665959563575,0
0.3077104059223926,0.30316183365673943,0
0.3060323340702857,0.28224602353521344,0
0.13925887529154432,0.1436585616982404,0
0.230126368667198,0.2365415925668053,0
0.3599045994579939,0.38307088510738735,0
0.2170575887051095,0.2185758420446706,0
0.24859917075608867,0.24011480476963198,0
0.20989254952102143,0.21247526036175937,0
0.010698585535315983,0.009861249165346381,0
0.29446811891637986,0.30635931032007957,0
0.25122218327822526,0.249836781638024,0
0.40946852520521876,0.40472094292068034,0
0.2691072497068631,0.26767973518612753,0
0.25649375006447966,0.23774926127464244,0
0.2431534807138614,0.2781267719354135,0
0.2514101426954998,0.2577284400171617,0
0.3648123333078119,0.3445306717124268,0
0.421967234441656,0.43667391208359574,0
0.20946717846114893,0.21569064589048018,0
0.33643487686963985,0.2983679636770272,0
0.312637502443219,0.3149431568321776,0
0.277814081367448,0.2624033984553539,0
0.21270244154344922,0.22152409852928584,0
0.32433015938722937,0.3442910085410501,0
0.26719916725629866,0.2595391781303014,0
0.2993877035433703,0.290841584764976,0
0.21098205311221357,0.21051859954207297,0
0.25028894804783086,0.2530448901756958,0
0.3138390780102832,0.31190107413221946,0
0.21692887613915368,0.2683941764318425,0
0.3051112083740013,0.3168242131271799,0
0.25631090935257983,0.2599665840406209,0
0.3369812760595681,0.3523468362679743,0
0.30165150658697115,0.2872840250992174,0
0.21509748969908626,0.22304120757364926,0
0.39577771523580757,0.38167807073684856,0
0.23272416498224074,0.2242413522930293,0
0.20156799524701868,0.2456385278544941,0
0.23498784184137153,0.23527277841105138,0
0.2617244843784627,0.25312764917371444,0
0.2163948461689114,0.2198819171329412,0
0.2516240258161817,0.2909687021554354,0
0.24429023224314292,0.23086848515482775,0
0.27058783169663886,0.2681521997148751,0
0.29039534507603965,0.27361468230825275,0
0.2786743819022666,0.26813426638968235,0
0.3536551670462243,0.3427482328990093,0
0.23678230262400413,0.227604650492517,0
