left_EAR,right_EAR,Label
0.0932997141824098,0.10914420784470576,1
0.24887146798135806,0.2590571888083029,1
0.24661667340249951,0.228177614751252,1
0.26755591661774286,0.2468522120185191,1
0.19751959580397221,0.21070553524822758,1
0.23126836087126784,0.22738057864909625,1
0.2527365019601419,0.23551874080537055,1
0.35439880823777226,0.37413780830049453,1
0.22158949353712315,0.20380904143769282,1
0.34035543766861104,0.31702456442059224,1
0.17995409200528512,0.16444486593202343,1
0.29234740301916645,0.28967146022851403,1
0.29638008973560837,0.2854610307211561,1
0.028449444941750775,0.04657293687890587,1
0.0893214385967377,0.13694379418503239,1
0.1979000606560197,0.21304872759270752,1
0.14718777072772862,0.11460269893193302,1
0.17604089717053228,0.19070654817292348,1
0.35100563450591066,0.3759200995928953,1
0.2054372724763397,0.19009272321202775,1
0.18878942703297968,0.16934031546716577,1
0.2742955413671885,0.3092071994384366,1
0.1997685578787617,0.1949144488313705,1
0.37226032403759185,0.3822023257825977,1
0.3016136365669273,0.3033997490077749,1
0.43884350079985834,0.4085861330533823,1
0.2794618662888983,0.25891057869092515,1
0.19777584963528202,0.2088415280429052,1
0.14219809572988967,0.17070132060116747,1
0.09025974833527475,0.10021834510386914,1
0.27041554688641894,0.245710551924083,1
0.27483128625472614,0.28391823930382326,1
0.21218479850337021,0.19840758947464968,1
0.26915113545852637,0.24525008523750244,1
0.30690721807846355,0.3032449051469482,1
0.026756451939856613,0.024985467170639243,1
0.20318347773978399,0.1976621935179259,1
0.25466215136631026,0.2640188762608647,1
0.335577503307248,0.3394254657048896,1
0.33982101091747124,0.3324258539792534,1
0.17550153895067194,0.20363627509035723,1
0.241957080727102,0.2430894705793022,1
0.03679240644069792,0.02616286980335011,1
0.2236971891576657,0.22809608784610344,1
0.4632496855399513,0.4549133293993893,1
0.012649869407939053,0.042391979930467,1
0.24826809602147898,0.2630868779131993,1
0.04234814229642859,0.044192924688373984,1
0.22419050704720594,0.2019834353800374,1
0.22100110602622222,0.20634729521507902,1
0.23276284425851793,0.21912460305612866,1
0.23754024563157916,0.20959235024027179,1
0.05656477903098098,0.15690068811270308,1
0.22993528056927673,0.23451696357605448,1
0.18528172294277598,0.173127497598492,1
0.19635561161436846,0.2416414049104401,1
0.17690352063583328,0.19277766926018935,1
0.2645417469644163,0.2623540866553475,1
0.25749370678288047,0.2679510736960257,1
0.24303537674342426,0.24750267556783218,1
0.2127252192622046,0.2077294318866461,1
0.2258156461151164,0.22084253160881767,1
0.12830319566827647,0.14372848102884514,1
0.1953270543955967,0.20609138017092815,1
0.1723122237189972,0.17577305644036798,1
0.06048166441746981,0.06183980207012997,1
0.2781028828652987,0.28366006797481386,1
0.03215042292748555,0.039574091857543854,1
0.2530932204477412,0.24873903741925563,1
0.4630039048072024,0.4260773029224979,1
0.2385135653038695,0.25071354008932073,1
0.2143434364634424,0.1923075768831892,1
0.16489479336735652,0.27106455107634264,1
0.01900486914001433,0.031263976602312935,1
0.17979328750353774,0.17925838707357042,1
0.44346466865715306,0.42240689599644676,1
0.2168512677501618,0.20491254325312924,1
0.2147823647486776,0.16717200051038214,1
0.019478393173573277,0.06322489733510359,1
0.15559855207896606,0.17591363785549044,1
0.21155601175424438,0.19641029001531077,1
0.23255109366767246,0.23828753367738803,1
0.04007353935213544,0.05138124466802681,1
0.28277394913869736,0.2859921888796738,1
0.009701668773133935,0.021625522871761334,1
0.2055953358547774,0.16187953363911037,1
0.3360304894635588,0.3181499379051581,1
0.24742377085782932,0.25565967038138526,1
0.23440065958891115,0.2492074718456349,1
0.21821942572747968,0.22279657108515427,1
