left_EAR,right_EAR,Label
0.2579335294951028,0.25878719739941014,1
0.18794947435972986,0.1658623300383895,1
0.34851624209466436,0.3458101033296855,1
0.26837084146001167,0.27503664356559165,1
0.27447765123775275,0.29566402978447603,1
0.2073515531230989,0.2087041959459746,1
0.3821061575215539,0.4010923225970818,1
0.26470800782324155,0.2550852336347846,1
0.16368258168514074,0.1763718502713838,1
0.2751057888635864,0.2757488064035689,1
0.2477075093999132,0.2395657341356868,1
0.2959733412534465,0.3003199158284232,1
0.054250165946573566,0.09207928754987521,1
0.13048966987734034,0.17037528882560074,1
0.20272013074126918,0.21108461043595558,1
0.17314663831952,0.18739384250361676,1
0.3316472930257741,0.3221606457478016,1
0.3871924644890679,0.36327789540631916,1
0.02734622176570415,0.04773299236235892,1
0.22639770939946904,0.21170554141140005,1
0.23734236014632332,0.23985480990244185,1
0.3175044801248555,0.3136298872071052,1
0.24641502783440164,0.2580475761050899,1
0.2380449841558925,0.21745544091712646,1
0.26494338003850365,0.2599365231312212,1
0.28373226471792495,0.29085030010950763,1
0.16500751817667864,0.1766848322072379,1
0.24543608664164662,0.24177337436210078,1
0.23384880408746556,0.22716462636800902,1
0.20579555274566486,0.21053839385587236,1
0.29844517568782436,0.3004548835098839,1
0.05431474375919266,0.08619571002592372,1
0.020699407605672827,0.03998459912395968,1
0.23722339274606224,0.23840301934080105,1
0.23785492905196115,0.21570928813689028,1
0.07214511892200137,0.07355617341187844,1
0.25780941788087264,0.2559365293531163,1
0.21087432117615115,0.22075368337755513,1
0.19165333042601082,0.21115251640630656,1
0.38134803716613436,0.38476045188218194,1
0.05021693318341716,0.06422784191833121,1
0.20070323720548167,0.29179327064700233,1
0.254635001657664,0.2495252751728029,1
0.21097298613236495,0.19404178321753934,1
0.20504374221906765,0.19338809421575714,1
0.2807755207023549,0.2826597144000497,1
0.15441902529537332,0.18071013673299197,1
0.25217516121122296,0.24477586709545154,1
0.2676999204032467,0.2557866175500281,1
0.016282209867720283,0.03824437101564805,1
0.21477643822199133,0.19260083783555307,1
0.14932122821210742,0.1389934387450172,1
0.2762449224614699,0.2776381049965686,1
0.04318120190389514,0.06810074316793267,1
0.21498682245138875,0.198961123346502,1
0.10490217278919876,0.1992418376108194,1
0.4428355801641839,0.4153261385333971,1
0.2123871449368228,0.2109823965608884,1
0.15688390042162811,0.16847059812165405,1
